id,hotel_id,date,national_id,negative_review,positive_review,score,trip_type,guests_composition_id,room_type_id,vacation_length
516,4,12/14/2015,36,No Negative, The hotel is in a very central location but tucked away quite discreetly so it feels private The room was very comfortable no sound carried over from the rooms or hallways allowing us a decent night of sleep The bathroom was beautifully luxurious and clean We also had a drink in the hotel bar which was very good ,10, Leisure trip,2,1,1
517,4,8/13/2016,36, quality and taste of food at the restaurant was ordinary ,No Positive,7.1, Leisure trip,2,1,3
518,4,11/10/2015,36,No Negative, Really well designed and furnished bedrooms Very helpful staff who took every opportunity to assist,8.8, Leisure trip,2,1,3
519,4,12/28/2016,50, Breakfast not a value for money , Ideal location Staff very helpful Quite luxurious hotel I would say ,8.3, Leisure trip,4,1,3
520,4,04/01/2016,50, The room was extremely cold when we arrived late in the night , Very neat nice and comfortable ,9.2, Business trip,2,1,1
521,4,4/26/2016,53, Very expensive breakfast , Very clean and high comfort room and no noice from the street Very large bathroom with everything ,9.6, Leisure trip,2,1,3
522,4,09/03/2015,53,No Negative, Awesome hotel direct on my preferred list of London hotels to stay at ,10, Business trip,1,1,1
523,4,8/15/2015,53, the right elevator is in the need of maintenance, location,7.1, Leisure trip,2,1,2
524,4,02/01/2016,67, the water boiler for preparing the tea was in a cabinet When we moved on the table to prepare the tea outside the cabinet the fire alarm went on The personnel recommended us to always boil the water in the cabinet , Breakfast was good and worth the money personnel gave us 25 discount every morning ,9.6, Leisure trip,2,1,4
525,4,01/09/2017,68, We got a room 542 with a very disappointing view we were looking right into the balconies of other rooms the room itself did not have a balcony Especially in summer you won t have much privacy Location Temple is very central but still I would chose another central location the next time I m in London as in the weekends Temple seems a bit deserted , Room was very spacious and clean with all the facilities that you need Bed was very comfortable as well The surroundings is very quiet as the hotel has a innercourt and is not directly situated on a busy road,8.3, Leisure trip,2,1,2
526,4,10/09/2016,68, Room facing a wall , This hotel is located on the western edge of the City in the walking distance from all the West end attractions in a quiet courtyard next to the Temple Inn of court The room was spacious and well equipped ,9.2, Leisure trip,1,1,1
527,4,2/25/2016,68, too expensive for me most of the time , I love this place The only hotel I have found in this part of London where I am treated as an individual Amazing friendly service you feel you could ask what you want and the staff would try and help,9.6, Business trip,5,1,4
529,4,10/17/2015,68,No Negative, Staff very very friendly,9.6, Leisure trip,4,3,1
530,4,8/30/2015,68, poor wifi quality and if I m being really picky noisy airconditioning , lovely quiet setting nice breakfast good service great gym,9.2, Business trip,1,1,4
531,4,5/14/2017,74, The staff is quite annoying and could be more discreet entering the room without invitation The view from the hotel was quite uninspiring , Easy to reach Covent Garden Soho and City However the hotel is quite far away from Westminster Room is clean comfy and nicely designed Very nice couch good bath,8.3, Leisure trip,2,1,3
532,4,2/24/2017,74,No Negative, I spend the weekend in the Apex Hotel with my boyfriend and we had an an wonderful weekend the stuff from Apex was so friendly and they made everything possible have a great birthday weekend in london For this THANK YOU SO MUCH We will come back Best regards Theresa,10, Leisure trip,2,1,2
533,4,02/07/2017,74, its just really really cheap furnished no seating possibility except ONE office chair in the room nothing comfortable it is MINIMalistic furnished which would be ok in a way but you just don t feel home there Glad I just booked it for one night to try a new place since I am frequently traveling to London and was searching for a place closer to our office in Fleetstreet, location would have been great,5.8, Business trip,1,1,1
534,4,07/06/2016,74, They gave me the barrier free room which was not as comfortable as expected View on a wracked street corner so I felt a bit disappointed in view of the rather high price ,No Positive,7.5, Leisure trip,1,1,1
535,4,02/06/2017,74,No Negative, Perfect location nice and clean Hotel Highly recommended ,10, Leisure trip,2,1,3
536,4,01/07/2017,74,No Negative, Very good location yet quiet hotel,7.9, Business trip,1,1,3
537,4,04/11/2016,74, Breakfast should be included at these prices , Great location quiet helpful staff clean comfortable nice bar ,9.6, Leisure trip,2,1,2
538,4,3/29/2016,82,No Negative, The hotelw as good value for money with lots of added extras like Flemish products ,8.8, Leisure trip,2,1,3
539,4,10/19/2015,82,No Negative, An extremely good hotel lovely room and very nice and helpful staff The best room we have stayed in at a London hotel ,10, Leisure trip,2,1,3
541,4,10/27/2015,87,No Negative, Very good location close to city centre and Thameslink railway spacious rooms nice bathroom and a lot of extra features The breakfast was also very delicious The staff is friendly and helpful ,9.6, Leisure trip,1,1,3
542,4,09/07/2015,87, The grubsrew that secures the tap faucet to the Tap mixer unit was missing and was only discovered to be missing when the tap was used and water pressure then pushed the faucet off the mixer tap base this was reported to reception on Sat Sun and Monday morning still no fix before check out amusing the first time you flood the bathroom and take a cold shower More amusing when the second time it is not you who gets wet Definitely not amusing when it happens a third time because maintenance cannot fix the faucet only push it back on , An excellent hotel with a great location Apart from a tap malfunction in the main bathroom everything was great A special mention to the concierge who managed to secure us tickets for the theatre at very short notice The Master suite was very roomy and very tasteful I would not hesitate to stay here when I am next again in London ,10, Leisure trip,2,2,3
544,4,11/24/2015,89, inhouse restaurant isnt that great, location good rooms,9.6, Leisure trip,4,1,1
545,4,08/02/2017,93, Air con not great , Great location and very comfortable rooms Room was available for early check in Easy walk to attractions and trains for onward journey ,8.3, Leisure trip,2,1,1
546,4,5/25/2017,93, Nothing, Brilliant location so close to the tube Room was GORGEOUS and spacious lovely and modern The hotel was quiet and so so clean Loved it Really made our stay extra relaxing ,10, Leisure trip,2,1,2
547,4,1/16/2017,93,No Negative, Location of the hotel is fantastic The hotel itself has a lovely atmosphere and the staff are very helpful The room was massive particularly considering its location in London The breakfast had a great selection and was perfect to prepare for a long day walking around London ,10, Leisure trip,2,1,1
548,4,12/10/2016,93, I realise that good accommodation is expensive in central London but neverthelessI feel this hotel is somewhat costly We were on a room only rate so I cannot comment on the breakfasts or dinners but breakfasts are readily available within a short stroll of the hotel , The location is unbeatable both from the point of view of access to all the sites and attractions of central London but also the area where the hotel is located is very attractive The hotel is quite The staff were very friendly facilities in the bedroom and bathroom were first class ,8.8, Leisure trip,2,1,4
549,4,8/16/2016,93, Staff in reception not helpful nore friendly Besides we had to wait 30 minutes to get a drink at the bar the waiter never came we had to go to the bar Poor service compared to the hotel ranking, excellent location great bedroom especially the bed,7.1, Leisure trip,2,1,2
550,4,08/08/2016,93, area very quiet on weekends some shops closed as financial area but still only 10 15 mins walk to convent garden only issue with the room was that it was a few minutes walk from reception get a room on the side above the reception , very modern comfy rooms very clean lovely staff good wifi ok location good breakfast not included with room price ,9.2, Leisure trip,2,1,2
551,4,03/01/2016,93, Too hot everywhere Air conditioning system in the bedroom was difficult to manage tried to set it at 19 degrees but it seemed to jump back to 24 , Everything,9.6, Leisure trip,4,1,2
553,4,04/05/2017,93, Breakfast was expensive, We were given a complementary upgrade on arrival which was very much appreciated ,8.8, Leisure trip,2,3,3
554,4,01/09/2017,93, Nothing to report , The bed was amazing Hotel was spotless and staff were super ,8.8, Leisure trip,2,1,2
555,4,3/15/2016,93, Coffee too weak , Comfortable beds good toiletries superb food and service ,10, Business trip,4,3,3
556,4,2/23/2016,93, No Hairdryer in room and no free pringles as described on mini bar form, Location,8.8, Leisure trip,2,1,2
557,4,10/29/2015,93, None, Perfect location perfect weekend away,10, Leisure trip,2,1,3
558,4,08/11/2015,93,No Negative, The location the staff were excellent The hotel was very clean and comfortable ,10, Leisure trip,2,1,3
559,4,04/07/2017,94,No Negative, Bed comfy lovely shower and room,10, Leisure trip,4,1,2
560,4,10/06/2016,95, I was disappointed that there no sofa or armchir in the room as depicts in the room description The view offices 5 meter from my window The price of room service, The location The friendly staff The comfort and cleanliness of the room The bathroom The hotel s design The inner court and the lovely bar area,9.2, Leisure trip,2,1,7
561,4,08/02/2016,95, Breakfast wasn t included , The location was great both for walking or taking the tube The hotel was modern ,8.8, Leisure trip,2,1,3
562,4,1/21/2016,95, Capuccino, Location clean,9.6, Business trip,1,1,3
563,4,5/24/2017,96,No Negative, Nice dinner with a good selection of wines by the glass ,9.6, Business trip,1,1,1
564,4,02/12/2016,96,No Negative, Amazing staff and impeccable structure not a single flaw special thanks to Ben He could not have ben kinder and more attentive to our requests ,10, Leisure trip,4,3,2
565,4,12/06/2016,100,No Negative, Good location,10, Business trip,1,1,1
566,4,12/06/2016,100, The room was a little dark, The bed was very comfortable and the bathroom very spacious,9.2, Leisure trip,2,1,2
567,4,06/01/2016,100,No Negative, This is an excellent hotel in terms of its facilities The breakfast was very good ,10, Business trip,1,1,1
568,4,12/01/2015,100, No Parking, Modern hotel with excellent facilities Bathroom was fab ,8.3, Leisure trip,2,1,1
569,4,7/20/2016,101, Location for me but it is still very central , Hotels in London are always very low quality This one really manages to come in a different higher standard ,9.6, Leisure trip,1,1,2
570,4,9/20/2016,116, a bit noisy, the rooms and the breakfast and the confort,8.3, Leisure trip,2,1,2
571,4,08/08/2016,116, , excellent staff very clean and very quit room and the location is almost perfect My next stay in London will also be in this hotel ,9.2, Leisure trip,2,1,2
572,4,2/20/2017,137, Breakfast is good but quite expensive particularly if you compare it to prices of breakfast to go on Fleet Street , Rooms are quiet Beds are huge Bathroom is spacious and shower is hot and powerful Location is very good Thames within walking distance Temple area is beautiful Note however that during weekends the atmosphere is different than during week days due to the fact that many shops most of the business centres and the criminal courts are closed which results in less people in the neighbourhoud ,7.9, Business trip,2,1,3
573,4,12/22/2016,137,No Negative, Everything excellent hotel year in year out It is our fourth time there in four years the quality is constantly top ,9.6, Business trip,2,1,5
574,4,12/13/2016,137, breakfast too expensive poor coffee, very nice room modern design comfortable,10, Leisure trip,2,1,3
575,4,04/05/2016,137, No complaints , Room arrangement friendliness and helpfulness of staff and the location location location ,9.6, Leisure trip,2,1,4
576,4,03/06/2016,137,No Negative, Great hotel on a short distance from tube Extreme friendly staff Beautiful rooms tastefully decorated ,9.6, Leisure trip,2,1,3
578,4,9/13/2016,139, Room could have been a little larger but this is London , Good location comfortable bed excellent breakfast ,9.2, Leisure trip,1,1,1
579,4,04/02/2016,142,No Negative, excellent staff clean quiet very good location,10, Leisure trip,5,1,3
580,4,8/24/2016,151, The really long and winding corridor leading to my room being a single person it was a bit spooky walking to the room late in the evening , Lovely hotel with super clean rooms efficient staff and all that you may need for a comfortable and pleasant stay The room was of a fair size with comfortable bed the only drawback was no possibility of opening the window but this is a minor thing as most people prefer the air conditioning anyway Overall a great place ,9.6, Business trip,1,1,1
581,4,05/07/2017,151,No Negative, Nice modern premises friendly staff good gym,8.8, Leisure trip,2,1,3
582,4,6/20/2017,152, everything was good, the view and the windows from the 5th floor to London are very nice,9.6, Leisure trip,2,1,2
584,4,3/14/2017,156, Hard to find something wrong Breakfast not included in price, Very comfortable bed well sized room very clean,9.2, Leisure trip,2,1,3
585,4,4/19/2016,156,No Negative, Great place great room ,9.6, Leisure trip,2,1,2
586,4,03/08/2016,157, There is a definite problem with the smoking ban for those who smoke one has to walk all the way through those corridors to smoke outside There has to be a better option available either a special smoking area inside the hotel or the availability of rooms for smokers , Everything was great the service the rooms location ,10, Business trip,2,1,5
587,4,07/10/2017,165, The shower did not have sufficient pressure , The staff were helpful well trained and exceedingly polite ,9.6, Leisure trip,2,1,14
588,4,3/28/2016,167,No Negative, Room is excellent All things in room are brand nw Hotel is near to City and Royal Court Very good for business trip ,9.6, Business trip,1,1,4
589,4,07/03/2017,170, It would be helpful if the hotel could provide more detailed info on how to get to the hotel from the subway station Customers shld look out for the green elephant in the doorway otherwise really difficult to find the entrance to the hotel , Guest svc manager Francesco was very helpful with our questions on places to go and ways to get there Room bed was extremely comfortable and good sized Bathroom was also a good sized bathroom with a long bath and a cute Apex duck a very cute and novel idea ,7.5, Business trip,1,1,2
590,4,3/13/2017,170, The rooms were too dark and warm After shaving I got on a plane and realized I missed half my face The bathroom mirror was placed right on top of the toilet bowl which was absolutely disgusting Another design flaw was that you had to move the toilet seat up and down in order to flush the toilet The bedroom windows were painted shut which made it awfully stuffy hot and unbearable in the room It was difficult for bad smells to escape since there was no ventilation in the room The walkway outside the hotel room stank of chemicals and the hallway looked soulless like student dormitories One should not be paying so much money for such a low standard hotel which did not even include breakfast The staff were from anywhere else but Britain which did not help make our British experience any better , It was located in a cosy corner off the street ,4.2, Leisure trip,1,1,1
591,4,08/07/2015,175,No Negative, Location of this hotel was perfect Most of the sights that I wanted to visit can be visited on foot The room was comfort Somerset House was in 7 8mit on foot Staffs were friendly ,10, Leisure trip,1,1,4
592,4,09/02/2016,175,No Negative, Everything was wonderful,10, Leisure trip,2,1,2
593,4,4/20/2017,177, Going as a family with two rooms hired in the same reservation they allocated us in two different buildings They were even unable to allocate us in different floors of the same building, The design facilities and location of the hotel WIFI and also Gym were quite convenient,10, Leisure trip,3,1,3
594,4,9/15/2015,177, There was always a long walk for restaurants shops Covent Garden area The hotel restaurant had no nice atmosphere , Very nice staff ,7.5, Leisure trip,4,1,3
595,4,2/27/2017,183, Not quite the top notch quality it was a couple of years ago Although still a very good hotel the age is slowly starting to show Carpet coming loose in the hallway wall sockets not EU compatible small things like the bottle opener in the room broken and the nice little Bose speaker have the old iPhone 4 connector , Nice bathroom with big shower and bath Quiet if you get a room on the top floors ,7.5, Leisure trip,2,1,2
596,4,12/09/2015,183,No Negative, Comfortable beds pillows and comforters Big bathroom with deep and nice bathtub AND large separate shower Luxurious bath products Fun bar Fri Sat nights ,9.2, Leisure trip,2,1,2
597,4,03/07/2017,184, Location was fine for where I needed to be but if you could find find yourself a little aways from the center and Covent Garden Depends what you looking for underground is about 10 mins walk in either direction , Very nice hotel quiet setting within an inner courtyard Terrace will be lovely in summer plus also very quiet I imagine Very pleasant staff and good hotel bar I didn t use the restaurant neither for breakfast or evening so can t comment ,8.8, Leisure trip,1,1,2
598,4,1/22/2017,184, A couple of times the staff missed to replace the shampoo bottles but we are all humans , The room was really completely sound proof We appreciated the bathroom with both tube and big shower cabin together with the super cozy bath ropes And if you like to listen to music properly don t forget to bring a little audio cable jack to jack The superior rooms are equipped with a Bose sound system but it doesn t have a bluethooth connection and you will need this cable ,9.2, Leisure trip,2,1,4
599,4,01/09/2017,184, 1 The hair dryer can not be used in the bathroom and that I can understand But then the plug in the room should be closer to the Mirror or at least to have a larger hair dryer electric cord Because I could not see myself in the Mirror whilst I was drying my hair So basically the hotel has have 3 options Larger hair dryer electric cord Electric plug closer to the mirror Mirror on both sides of the TV 2 Another small comment the shower mat had dessapeared the second night I guess by mistake it was removed and not replaced , The bed really confortable Location is good walking distance to tube and train ,7.5, Leisure trip,2,1,2
600,4,11/24/2016,184,No Negative, The busstop at Fleetstreet one step away from the hotel Furthermore a lot of restaurants and theatres at walking distance The hotel is nice modern clean and quiet ,9.2, Leisure trip,2,1,3
601,4,6/14/2016,184,No Negative, very clean rooms nice location entrance is on the main street and the bus station is just 5meters away bus no 23 takes you to Picadilly circus and Oxford circus very nice lobby good mojito rooms are cozy modern and quiet robes and slippers are included we didn t have breakfast included in our price as we wanted to eat out all the time but the food in the lobby along with our drinks was great ,10, Leisure trip,2,1,3
602,4,05/09/2016,184, I found the breakfast a bit too expensive but the service was great , Everything was amazing the decoration the room the bed the staff We are very happy to have found this hotel and we will recommend it to all of our friends ,9.6, Leisure trip,2,1,3
603,4,4/16/2016,184, No complaints, The whole stay at this hotel was more than perfect Location close to the bus station n front of the main entrance in fact and metro 5 7 min of walk Personnel Helpful kind quick reacting to the complaints Clean proper rooms In the room there is complimentary cookies tea coffee Someone was complaining of not enough of milk I don t think that people should expect a bottle of milk for free in a room It s ridiculous Especially if you will mention on a reception or to passing made that you would like to have a little more of mono dose milk they would kindly give it to you Wi fi is good bed is large and super comfortable conditioner in the room bath and shower in a bathroom And super cute duck ,10, Leisure trip,2,1,2
604,4,04/09/2016,184,No Negative, The Superior Room was very comfortable The location of the hotel along Fleet Street was a comfortable walking distance to Covent Garden If you chose not to walk there are buses just outside the hotel that takes you to there or to Trafalgar Square ,9.6, Leisure trip,2,1,3
605,4,01/02/2016,184, Service is really poor in this hotel Very expensive for low value services For same price you can find something better in the same location There is a bar in the main lobby the team is inefficient and not friendly at all , Good location in a nice area of London ,5.4, Leisure trip,2,1,4
606,4,08/04/2015,184, The room on the first day was a mile away from the lifts however on the second day another room was found where we did not have to walk so far , Good sized rooms Staff friendly and very helpful ,8.8, Leisure trip,2,3,3
607,4,3/13/2017,184,No Negative, The staffs were really nice and the bed very confortable,9.6, Leisure trip,2,1,2
609,4,3/29/2016,184,No Negative, Location is great space of the room at this price does not exist in London,10, Leisure trip,2,2,1
611,4,9/22/2015,184,No Negative, Everything,10, Leisure trip,4,1,2
613,4,7/28/2016,193, Accessibility is terrible in the hotel we have a baby buggy and it was nightmare for us to enter and exit from hotel no ramps lots of steps hotel is very big and room corridors are like a maze there is only one lift the other one next to it is broken and not fixed in 6 days on the hotel you have go long way on maze like corridors front desk was also very rude on check in I had a problem with my credit card and the staff was not helpful and acted very rude, Spacious rooms,7.1, Leisure trip,3,1,5
614,4,12/22/2015,193,No Negative, Great location well running facilities and helpful staff ,9.2, Leisure trip,2,1,4
616,4,08/02/2016,199, Location A bit far from station , Staff are very friendly Rooms are clean and the place is ambience,9.2, Leisure trip,1,1,3
617,4,3/16/2016,199, Some limitations as far fruits selection at breakfast nothing serious,No Positive,9.6, Business trip,1,1,3
619,4,07/10/2017,200, No parking on site We parked about 1 2 mile away but it s expensive Parking from 15 30 Friday until 11 30am Sunday cost 42 00 Although reasonable by London standards it s an added expense for a weekend away Perhaps the hotel could workout a concession with local car parks Restaurant expensive given the quality of food , Standard rooms are very comfortable Good central location ,7.5, Leisure trip,2,1,2
620,4,07/10/2017,200,No Negative, Very large room Hidden courtyard view with backdrop of the city is beautiful Short walk to public transport Blackfriars Tube Station and Temple Station ,10, Leisure trip,2,1,2
621,4,6/20/2017,200,No Negative, we were very pleased with the Hotel and were especially pleased at the spaciousness of the Standard room and the quietness of the bedrooms and corridors ,10, Leisure trip,4,3,1
622,4,5/22/2017,200, The shower flooded the bathroom and hallway as there was no seal on the shower door and the plugs in bath and sink were no draining sue to clogged hair when we booked via booking com it initially said breakfast included however it was no and actually ended up costing an extra 40 pounds for two people breakfast was minimal consisting of one sausage a spoonful of beans and 1 bacon and tomato and small black pudding was not much of a selection of cheese etc just a couple of bits that had been out a while , Nice room nice presentation of hotel reception area ,5.8, Leisure trip,2,1,1
623,4,05/04/2017,200, More seating in the bar area would be good also it s a trek to use the toilets , Very clean large rooms with high value toiletries Extremely comfortable bed and pillows Friendly staff ,8.8, Leisure trip,2,1,2
624,4,3/13/2017,200, If we had to pick one thing it would be the pillows are a bit to soft but everyone is different Literally could not find fault with anything , The staff were very accommodating it was mine and my partners anniversary and they did such an amazing job at making the room look lovely,9.6, Leisure trip,2,1,1
625,4,03/06/2017,200, At the outside front entrance to the hotel there is a large carpeted area that was extremely wet due to the weather which spoiled the lovely entrance to an otherwise great hotel , Beds were very comfy bathroom was fantastic and location was excellent ,8.8, Leisure trip,2,1,2
626,4,2/15/2017,200, My son and his family were staying the same two nights in identical rooms He booked directly with Apex and got full breakfasts included for the same room price that I paid Booking via booking com cost me almost an extra 50 for breakfasts even after I had negotiated a bit of a discount by reference to the comparison ,No Positive,9.2, Business trip,3,1,2
627,4,2/13/2017,200, Everything was genuinely perfect , Everything from the reception greeting of Luca to leaving wth yet another warm vibe from reception The cleaning staff were polite and warm My standard room was spotless in terms of cleanliness an incredibly cosy bed a nice ambience to the room ,10, Leisure trip,1,1,2
628,4,2/13/2017,200, It took a little longer than expected for for the room service to be cleared from outside our room But that is being ultra fussy as it wasnt left inside the room , Hotel was clean smart looking and great location as well as very professional The room was spacious and the bathroom with both separate shower and bath was a brilliant bonus Our room was located right outside the lifts and we didnt hear anything Also had to love the Apex duck Would definately recommend staying in an Apex hotel ,9.2, Leisure trip,4,3,2
629,4,02/03/2017,200,No Negative, The hotel is in a quiet location right in the heart of London so it is within easy walking distance of most of the places we wished to visit We didn t experience the usual problem of banging doors and loud voices that seems to be the norm these days in big hotels maybe because we were right at the end of a corridor maybe because the walls and floors are well soundproofed so we managed to have a good undisturbed night s sleep There was very little traffic noise either It was lovely to be able to go to the local theatres and walk back to the hotel afterwards The Novello is a about 10 minutes walk away I loved the idea of the little duck it made it feel more personal and now sits in my bathroom at home The room we had was a good size the bed was extremely comfortable and the room was spotlessly clean A bath robe and slippers were provided as well as the usual toiletries ,9.6, Leisure trip,2,3,3
630,4,1/22/2017,200, Room on small side for a King very expensive for the Wednesday Thursday nights First night pillows like rocks requested change and got one soft and one slab Third night managed to find 2 soft pillows Bed comfortable Not enough hangers in cupboards for 2 people staying more than 1 night Room temperature control did not go lower than 19C and seemed to revert to 25C once room key taken out Bar prices on the high side , Excellent location good standard of hotel Professional service,7.1, Leisure trip,2,1,3
631,4,1/16/2017,200, A bit mean with tea coffee milk in room , Great hotel in good location fairly near theatres St Paul s Tate Modern The City River Thames The Shard half hour walk to Trafalgar Square a bit more to Soho Oxford St Nice to walk along the river to Westminster or get a boat 10 15min taxi from St Pancras Fairly quiet district for London but not much happening in the immediate location ,8.8, Leisure trip,2,1,2
632,4,01/09/2017,200, Can t think of anything that could have been improved , Room was gorgeous and very clean Lovely big bed High quality furnishings and technology and air con as well which was an unexpected bonus ,9.6, Leisure trip,2,1,1
633,4,12/08/2016,200, All minor issues The location of the room was good however I did expect to have both a shower and a bath in the room When we checked in we had a choice of either bath or shower not both which wasn t a massive deal There was also a note to say what was complimentary however there were a few of the items missing Also in the morning three times our door was knocked for the room to be cleaned well before check out time One opened the door to come into our room while we were still in bed sleeping , The location of the hotel is great Room and bed were comfortable and clean We arrived at the hotel a few hours before check in time however we were able to get an early check in with no problems Would definitely stay there again ,8.8, Leisure trip,2,1,1
635,4,11/28/2016,200, Room smelt a little smokey and the towels didn t smell fresh slightly musty My in room breakfast pancakes went so hard I couldn t cut them which makes me think they were zapped to make them hot , Location was great we walked there from Victoria and very close to Covent Garden decor quite lovely beds and pillows very comfy showers spacious baths deep good amount of storage and in room facilities In room breakfast was promptly delivered and beautifully presented ,8.3, Leisure trip,2,1,2
636,4,11/14/2016,200, We chose to decline the breakfast as it was overpriced and London has so much more to offer when it comes to food Pillows were too chunky, Room was spacious as was the bathroom with lovely complimentary toiletries Beds were extremely comfy Check in and out was a breeze and staff were attentive Great cocktails in the bar,8.8, Leisure trip,4,3,1
637,4,11/02/2016,200, Being really really picky here more space on desk to lay out cosmetics to sit and do make up in comfort rather than using bathroom mirror , The bed was really comfortable We had a quiet room with dual aspect windows and a lovely view of the London Eye and The Shard The bathroom with separate shower and bath tub The helpful attitude of staff ,10, Leisure trip,2,1,2
638,4,10/31/2016,200, I bought drinks at the bar not waiter service and they still tried to add the 8 service charge They were not happy when I queried it and asked for the money back Light lunch snacks were very average and overpriced, Good sized rooms and well fitted out Very helpful Concierge and Reception desk staff,6.7, Business trip,2,1,1
640,4,10/16/2016,200,No Negative, An excellent location for London sights and theatre district The staff were very friendly and accommodating Super breakfast and a well stocked bar ,9.2, Leisure trip,2,1,1
642,4,10/03/2016,200, Was difficult to see from afar where hotel is Had to literally be up close to realise yoi were at the right place , The hotel was lush Beds were extremely comfy Very clean too Staff were great always willing to help ,9.2, Leisure trip,4,1,1
644,4,9/19/2016,200, There really wasn t anything to dislike about this hotel , I couldn t fault this hotel it more than met my expectations in the d cor size of room position and helpfulness of staff ,10, Leisure trip,4,3,1
645,4,9/19/2016,200, Regular customer of Apex City of London hotel They didn t know I was a returning customer upon arrival Breakfast should have been included for over 300 for a room , Super comfy bed Beautiful courtyard towards the rear ,7.5, Business trip,1,1,1
648,4,8/27/2016,200, It was an excellent hotel all round Nothing to complain about , The rooms were very comfortable with beautiful modern decor great lighting robes iron drinks and a cracking bed The hotel is set back slightly from Fleet St in its own courtyard and it has a modern bar and a well appointed gym The staff were excellent as was the breakfast ,9.6, Business trip,2,1,2
649,4,8/27/2016,200, We had an evening meal and the menu hadn t changed since our last visit , Have stayed here before and love this hotel for the location It s a15min taxi from St Pancras close to Trafalgar Sq Somerset House the river Tate Modern St Paul s the oldest pub in London many theatres The rooms are very well appointed and the friendly courteous staff make this a special place to stay There is also a very nice tapas bar next door ,9.6, Leisure trip,2,1,1
650,4,8/25/2016,200, Breakfast was chaotic Slow and had to keep on asking for missing items Definitely the B team on that day Was better in previous stay , Very well appointed hotel with friendly efficient reception staff Overall good experience Set back off Fleet Street so no traffic noise ,9.2, Business trip,1,1,1
651,4,08/08/2016,200, Staff were rude and not very pleasant to deal with at reception I also called in house service for a cup as we were only given one in our room I spoke to a very rude man who told me to call housekeeping but didn t give me an extension number Once I called reception they said they would called in house service but I still didn t receive the cup Perhaps this individual member of staff mentioned above begrudgingly didn t feel it was his duty P Also used the public computers at the reception but the printers didn t work Not much point of them being there in my view or perhaps just do some maintenance In summary great stay and I would stay again but a reminder to hotel that a smile goes a long way , Rooms were clean and beautiful and loved the bathroom with the free standing bath,7.5, Leisure trip,2,1,3
652,4,08/03/2016,200,No Negative, Excellent bedroom very large by London standards overlooking the courtyard Pleasant staff good location for all the sights you can walk to St Pauls and the Thames quite easily Nice area at night for atmospheric old style Fleet Street pubs ,9.2, Leisure trip,2,1,1
654,4,07/12/2016,200, A bit mean with tea coffee milk etc The only outside seating area was very busy we couldn t get a table in the evening , Very nice hotel in a convenient fairly quiet for London location Staff were friendly rooms were a good size comfortable clean ,8.3, Leisure trip,2,3,2
655,4,07/12/2016,200, Bar and food prices but then it is London and the whole City is a rip off , Close to a lot of things and that added walk will do you the world of good Although on Fleet Street it s tucked away and suffers little from street traffic noise The bed was probably the best I have ever slept in ,10, Leisure trip,2,1,2
656,4,07/08/2016,200, Entering the hotel involved crossing an open courtyard and negotiating a number of steps As it was raining when we arrived we got wet and it was uncomfortable having to carry suitcases up and down steps , Room was well equipped and comfortable decor was modern and attractive Location on Fleet Street near theatreland is good ,9.2, Leisure trip,2,1,2
657,4,07/06/2016,200, Details of the restaurant menus in the room might have encouraged us to use these as it was we ate out , Room was quiet and comfortable nice to have iPod speakers ,8.3, Leisure trip,2,1,2
658,4,6/28/2016,200, Cannot think of anything, All the staff To a man woman they were polite and helpful to such an extent that I telephoned the General Manager on my return home to congratulate him on the quality of his people The food was good too ,9.6, Leisure trip,5,1,1
659,4,6/28/2016,200, My self and my wife came to london for a weekend birthday celebration On arrival one of your staff members rudely asked us for our passports just because we look asian we were both born in the uk and explained this She then carried on asking us for our passports even after we told her we have british passports She then asked how long we have been in the country Very very rude discriminatory spoilt our weekend We have used holiday inn many times before but will never use it again we feel very strongly about this will be submitting a formal complaint online review REGARDS MR SURJ DHAMI ,No Positive,5, Business trip,2,1,2
660,4,6/21/2016,200,No Negative, Room was lovely Spacious and luxurious Excellent bathroom One of the comfiest beds we ve slept in Location is quiet and yet so convenient We walked to Drury Lane very easily and quickly And it s on a bus route from Paddington so we had a leisurely scenic journey back to our train ,10, Leisure trip,2,1,1
661,4,6/21/2016,200, Kippers they forgot our order and when they came they were very small and dry Try Loch Fyne kippers Best not to have kippers on the menu if they are not up to standard , Reception staff incredibly attentive helpful and approachable,10, Leisure trip,2,1,1
662,4,6/21/2016,200, Only tiny issue the internet was slow and the firewall prevented me from remote access to my server which was based in London not that far away so that was a major inconvenience as on my last day I had to work , I loved the pillows and the bed was super comfortable Where can I buy those pillows The new interiors were,10, Leisure trip,1,1,3
663,4,06/12/2016,200, Can t really think of anything, Location is great for Covent Garden and central London Very friendly and helpful staff Room was extremely clean and comfortable For where it is its great value There was even a charger lead in the room for my fone ,9.6, Leisure trip,2,1,2
664,4,06/04/2016,200, Absolutely nothing, Staff always had time for us and when they printed out tickets for the Tower of London for us gave us great advice to visit the Crown Jewels straight away as the queues build up later This proved to be the case ,10, Leisure trip,2,1,3
665,4,5/22/2016,200,No Negative, Quiet yet very handy location for a number of London theatres including the Savoy Although we didn t use the bar it looked very inviting with the option to sit outside and enjoy the sunshine ,9.6, Leisure trip,2,1,1
